,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR04N99,17.36,2.36,1.23,9.98,1.5,12.91,-4.38,0.78,12.82,2.78,51,5,29,80.76,,63.69,83.7,15.50 Bil,24.49,23.52,36.39,10.71,0.02,50.35,46.73,89.78,61.1,17.87,67.97,20.11,10.27,96.73,72.81,46.84,88.97,36.19,22.01,68.3,26.25,18.3,76.11,34.54,31.18,82.87
F00000Y9WD,18.61,2.19,1.91,13.6,2.02,11.1,-4.01,-2.13,6.36,1.16,417,103,22,,,52.74,73.59,45.00 Bil,45.34,41.32,11.16,0,0,32.91,32.42,64.96,50.78,29.46,53.79,70.49,32.65,75.24,51.76,50.56,74.8,66.31,56.99,81.6,55.4,33.41,60.16,76.08,62.44,76.08
F00000S8UO,21.87,2.52,1.81,16.76,1.02,11.3,8.25,0.62,14.9,4.11,58,8,33,,,67.51,87.19,16.18 Bil,16.58,44.3,27.12,5.22,0.16,14.31,8.48,27.18,90.1,76.44,95.54,5.19,5.08,91.64,32.97,27.27,50.45,22.12,21.22,90.74,19.72,19.09,82.74,35.16,30.5,41.02
F00000PZHP,18.1,2.26,1.35,9.03,1.95,8.16,-9.76,-8.34,27.84,1.95,43,15,38,38.4,98.57,55.79,75.06,8.43 Bil,14.25,28.34,33.24,10.01,3.54,43.94,7.39,54.87,69.77,44.02,87.21,76.63,15.08,93.91,74.4,15.99,82.69,23.28,10.5,41.45,26.58,11.98,87.62,26.66,22.24,30.76
F0GBR04MY3,18.1,2.26,1.35,9.03,1.95,8.16,-9.76,-8.34,27.84,1.95,43,15,38,38.4,98.57,55.79,75.06,8.43 Bil,14.25,28.34,33.24,10.01,3.54,43.94,7.39,54.87,69.77,44.02,87.21,76.63,15.08,93.91,74.4,15.99,82.69,23.28,10.5,41.45,26.58,11.98,87.62,26.66,22.24,30.76
F000000P90,20.23,1.89,2.53,16.89,1.98,11.7,-1.51,-2.57,-2.45,0.5,29,26,41,994.65,,53.58,76.08,50.55 Bil,46.82,45.54,0,0,0,28.11,20.24,60.13,46.4,22.1,76.07,74.79,12.68,76.84,60.96,30.79,86.58,46.54,16.25,89.28,59.03,22.34,79.65,81.67,56.09,83.63
F000010SV4,11.72,0.76,1.31,8.64,1.23,13.55,-6.17,-4.24,21.18,0.5,46,15,34,,,92.24,100,5.47 Bil,4.55,27.48,41.44,15.01,6.41,79.52,49.96,89.31,76.5,34.3,76.5,41.57,6.97,99.35,91.21,59.41,95.63,9.61,2.97,15.73,18.55,8.13,52.43,18.09,14.45,25.26
F00000V83C,16.32,1.32,1,5.69,2.78,6.01,-2.71,1.76,12.23,3.98,52,14,5,,,85.98,99.99,7.36 Bil,5.34,29.24,43.04,14.13,1.33,75.8,39.98,82.56,64.75,35.89,73.51,93.96,15.25,98.31,89.16,86.37,93.72,27.23,19.59,42.51,92.38,78.3,95.21,14.04,13.7,17.63
F000010KD8,18.98,1.6,1.81,8.66,3.88,5.92,-6.78,-3.85,-9.49,3.31,39,1,26,,,97.56,100,13.58 Bil,7.57,35.12,44.42,7.71,2.29,81.9,76.27,100,9.93,7.36,57.47,92.38,7.78,99.96,95.55,90.83,100,86.49,56.93,99.74,68.92,54.51,97.77,24.4,2.02,33.17
F00000OMM6,18.72,2.15,2.66,9.97,3.66,8.41,-12.52,-2.03,-3.45,1.27,26,0,65,,,98.05,99.99,11.56 Bil,6.7,54.38,37.58,1.34,0,76.93,61.53,95.77,7.16,5.78,23.48,98.15,7.36,98.83,97.16,96.69,100,93.41,21.51,94.05,51.42,12.34,75.46,31.03,29.16,36.03
F00000MBOY,10.81,1.66,1.43,6.42,2.32,11.8,14.14,-4.45,-4.46,1.63,41,50,42,-43.23,75.11,100,100,19.85 Bil,22.4,43.16,29.34,3.85,0,73.39,44.42,95.6,36.51,6.05,91.49,5.23,2.04,100,7.06,6.84,91.81,10.61,1,28.81,10.17,4.78,36.27,40.29,30.9,48.35
F0GBR04ARJ,8.46,2.11,1.78,5.92,2.48,14.54,18.48,-3.99,-4.69,-1.49,45,37,56,30.03,80.17,100,100,28.33 Bil,30.61,44.82,20.29,2.47,0.09,79.96,21.42,84.72,34.55,12.03,95.5,2.51,1,100,7.12,5.62,53,14.03,2.03,24.31,17.03,6.1,70.59,49.56,29.74,51.23
F00000PZ8X,20.52,2.94,1.97,12.96,1.24,7.62,4.62,3.39,11.43,0.04,25,1,60,7.22,,92.02,100,3.54 Bil,0,31.33,39.33,23.15,6.19,19.04,12.35,38.1,83.3,60.23,94.75,37.84,5.44,98.49,5.32,2.96,25.59,11.53,2.61,32.16,38.78,10.01,90.24,14.52,13.03,22.02
F0GBR05VVV,28.93,4.55,2.41,14.6,0.69,14.26,5.6,5.59,24.37,3.6,72,19,50,84.7,,91.69,96.6,16.99 Bil,27.03,35.4,20.55,12.3,0.53,3.14,2.12,10.66,95,82.27,97.77,3.26,1,25.23,6.56,4.24,13.99,10.08,5.44,35.16,15.56,6.22,41.43,36.8,26.56,46.99
FOGBR05KLX,21.08,2.74,1.42,14.15,1.69,8.91,-1.82,1.02,7.66,4.96,32,2,,79.24,,60.58,82.88,12.56 Bil,22.15,29.17,34.87,10.27,0,29.72,15.35,47.23,51.16,32.36,88.7,91.43,16.72,91.74,69.52,39.85,85.92,43.37,16.72,76.73,90.14,11.35,96.6,28.11,28.11,37.29
F000001APJ,15.3,1.46,1.16,8.03,2.91,9.63,-16.49,-5.33,3.87,-7.04,33,2,60,88.35,,59.88,82.67,15.38 Bil,23.7,42.7,15.3,14.84,0.08,80.2,69.95,96.89,26.49,2.75,34.76,84.42,12.15,98.2,91.93,56.03,96.03,15.75,13.4,78.38,18.43,7.01,87.59,36.51,25.1,43.79
F000001APK,15.3,1.46,1.16,8.03,2.91,9.63,-16.49,-5.33,3.87,-7.04,33,2,60,88.35,,59.88,82.67,15.38 Bil,23.7,42.7,15.3,14.84,0.08,80.2,69.95,96.89,26.49,2.75,34.76,84.42,12.15,98.2,91.93,56.03,96.03,15.75,13.4,78.38,18.43,7.01,87.59,36.51,25.1,43.79
F00000WPQB,13.63,1.28,0.69,5.22,2.69,10.28,-8.82,-4.23,3.37,-3.8,28,1,45,,,70.59,89.31,2.20 Bil,7.32,9.2,28.49,40.55,10.18,85.14,56.86,91.16,27.86,16.46,74.7,69.44,12.09,98.98,74.12,21.61,82.8,24,6.71,55.3,95.68,80.84,100,9.92,7.15,15.57
F00000ZPT3,22.72,2.34,2.48,15.06,1.24,9.87,-12.29,1.05,11.16,10.15,36,1,48,,,65.09,83.44,145.62 Bil,19.05,39.1,29.24,11.17,0.92,13.72,11.12,53.5,85.59,32.54,98.22,10.05,6.41,97.69,23.12,21.98,91.49,44.76,15.2,70.65,46.17,24.76,86.79,34.93,25.6,35.29
FOGBR05KM8,23.45,3.07,2.07,21.1,2.06,7.61,8.52,-23.42,-17.76,-7.26,36,2,,129.09,,63.42,85.06,25.06 Bil,28.18,37.21,27.97,5.59,0,31.27,17.24,39.53,33.34,21.27,80.77,79.82,5.66,90.76,20.67,5.89,27.59,92.66,46.23,99.52,51.8,12.47,84.78,42.96,42.96,71.98
F000001ATZ,23.45,3.07,2.07,21.1,2.06,7.61,8.52,-23.42,-17.76,-7.26,36,2,,129.09,,63.42,85.06,25.06 Bil,28.18,37.21,27.97,5.59,0,31.27,17.24,39.53,33.34,21.27,80.77,79.82,5.66,90.76,20.67,5.89,27.59,92.66,46.23,99.52,51.8,12.47,84.78,42.96,42.96,71.98
F00000UDWN,21.04,3.23,2.41,19.83,2.32,7.72,3.39,-2.28,4.48,-2.43,35,3,58,-12.86,,63.75,86,36.21 Bil,33.72,37.89,25.4,0.99,0,33.64,18.47,44.06,31.78,18.52,66.95,84.1,2.84,87.77,19.64,6.91,42.48,92.49,72.5,99.55,38.54,9.22,76.14,60.22,52.55,77.17
F00000UDWL,21.04,3.23,2.41,19.83,2.32,7.72,3.39,-2.28,4.48,-2.43,35,3,58,-12.86,,63.75,86,36.21 Bil,33.72,37.89,25.4,0.99,0,33.64,18.47,44.06,31.78,18.52,66.95,84.1,2.84,87.77,19.64,6.91,42.48,92.49,72.5,99.55,38.54,9.22,76.14,60.22,52.55,77.17
F00000W9N9,19.84,3.23,2.85,18.16,2.84,6.37,7.12,-2.51,3.24,-2.36,40,7,72,-16,,74.6,91.92,89.74 Bil,60.73,35.42,3.62,0,0,45.55,23.47,67.29,8.99,8.67,49.61,95.27,2.97,95.27,16.64,8.62,30.24,99.26,88.36,100,41.42,10.53,79.8,94.56,92.7,98.43
F00000LJ0N,18.35,2.54,1.88,16.15,2.73,6.63,6.37,-2.26,2.16,-3.7,38,14,56,25.15,,67.93,91.33,26.16 Bil,38.31,28.02,23.8,9.13,0,59.12,25.26,59.12,13.37,12.39,84.65,85.74,5.54,90.88,11.95,10.45,30.75,96.62,76.31,99.59,36.65,13.47,67.77,45.38,41.75,53.54
F0GBR04AQH,21.91,3.68,2.64,18.2,2.06,7.66,9.65,-1.04,9.65,-1.13,55,32,50,-11.03,,70.73,89.25,22.53 Bil,28.81,36.64,26.94,5.33,1.39,18.54,11.87,24.95,50.5,39.92,76.9,18.58,3.59,78.97,12.99,9.02,22.15,86.22,56.53,99.24,22.38,11.76,78.3,43.38,38.93,57.96
F0GBR04AFC,19.8,2.67,2.06,16.81,2.6,7.17,7.23,-4.87,2.04,-1.84,51,47,,-59.97,,66.44,88,30.86 Bil,40.12,30.9,23.03,4.98,0,47.55,32.29,66.86,16.27,13.32,68.01,88.44,4.89,92.41,16.68,9.57,19.19,93.38,71.68,99.3,32.75,13.11,77,52.59,42.72,58.16
F00000WG1B,19.8,2.67,2.06,16.81,2.6,7.17,7.23,-4.87,2.04,-1.84,51,47,,-59.97,,66.44,88,30.86 Bil,40.12,30.9,23.03,4.98,0,47.55,32.29,66.86,16.27,13.32,68.01,88.44,4.89,92.41,16.68,9.57,19.19,93.38,71.68,99.3,32.75,13.11,77,52.59,42.72,58.16
F0GBR04C1G,22.64,4.02,3.06,18.28,1.65,9.01,6.81,-1.93,11.32,-1.2,40,1,53,18.48,,68.07,88.44,20.33 Bil,25.84,37.57,24.32,11.54,0,10,8.57,34.48,56.75,41.78,79.88,55.05,6.15,87.75,5.59,5.13,13.95,77.4,32.16,95.5,53.29,11.18,87.22,37.48,37.48,50.15
F0GBR04IMN,22.64,4.02,3.06,18.28,1.65,9.01,6.81,-1.93,11.32,-1.2,40,1,53,18.48,,68.07,88.44,20.33 Bil,25.84,37.57,24.32,11.54,0,10,8.57,34.48,56.75,41.78,79.88,55.05,6.15,87.75,5.59,5.13,13.95,77.4,32.16,95.5,53.29,11.18,87.22,37.48,37.48,50.15
F0GBR061LU,20.37,2.9,2.21,16.82,2.67,7.01,10.1,-5.38,0.54,-2,45,1,,10.01,,61.6,82.96,38.07 Bil,40.9,36.59,17.75,2.71,0,40.24,29.07,64.85,19.13,16.85,85.21,89.77,4.38,93.82,20.56,9.3,21.15,93.22,36.32,99.42,22.93,12.26,89.62,61.76,26.84,63.15
F0GBR061MQ,20.37,2.9,2.21,16.82,2.67,7.01,10.1,-5.38,0.54,-2,45,1,,10.01,,61.6,82.96,38.07 Bil,40.9,36.59,17.75,2.71,0,40.24,29.07,64.85,19.13,16.85,85.21,89.77,4.38,93.82,20.56,9.3,21.15,93.22,36.32,99.42,22.93,12.26,89.62,61.76,26.84,63.15
F0GBR04BB5,20.36,2.99,2.21,18.25,2.41,7.14,6.79,-2.4,6.5,-0.04,38,4,48,82.92,,64.65,86.7,30.75 Bil,30.74,34.48,29.03,0,0,27.15,16.24,37.29,29.38,21.09,82.13,75.08,5.04,85.43,23.73,7.9,41,93.02,79.27,98.87,33.3,9.46,84.01,50.04,43.7,61.34
F00000MQHY,21.97,3,1.57,14.29,3.02,9.35,10.13,3.98,29.99,5.89,49,2,40,0,,68.07,90.05,5.32 Bil,0,35.99,35.83,16.31,5.21,23.35,12.74,27.92,65.21,60.2,93.41,34.47,6.46,90.23,10.07,2.72,12.9,69.69,23.46,91.43,29.87,13.29,89.29,18.58,15.5,19.78
F00000W3Z5,21.97,3,1.57,14.29,3.02,9.35,10.13,3.98,29.99,5.89,49,2,40,0,,68.07,90.05,,,,,,,23.35,12.74,27.92,65.21,60.2,93.41,34.47,6.46,90.23,10.07,2.72,12.9,69.69,23.46,91.43,29.87,13.29,89.29,18.58,15.5,19.78
F00000W76V,24.21,3.69,2.22,17.77,1.4,8.33,14.52,0.36,15.15,1.73,62,26,40,-5.69,,69.76,91.45,4.58 Bil,0,27.66,52.78,12.96,5.53,13.08,5.04,17.64,84.43,79.62,96.24,13.46,2.45,73.86,7.54,3.85,12.94,42.16,16.56,89.18,29.26,15.33,95.99,15.99,13.26,17.64
F00000YIKF,21.86,2.41,1.36,16.27,1.57,8.47,10,-1.68,18.55,0.33,41,2,36,,,66,86.15,4.70 Bil,0,29.02,42.54,19.1,7.29,23.82,17.13,37.6,80.41,59.55,88.27,27.96,12.38,98,19.4,18.18,87.7,76.18,7.83,90.98,59,20.52,90.28,17.06,11.74,22.3
F00000T0NO,21.86,2.41,1.36,16.27,1.57,8.47,10,-1.68,18.55,0.33,41,2,36,,,66,86.15,,0,29.02,42.54,19.1,7.29,23.82,17.13,37.6,80.41,59.55,88.27,27.96,12.38,98,19.4,18.18,87.7,76.18,7.83,90.98,59,20.52,90.28,17.06,11.74,22.3
F0GBR04LWW,23.74,2.83,1.66,16.52,1.67,9.1,9.01,-3.2,9.56,0.37,49,2,,-1.58,,66.76,89.52,5.68 Bil,0,26.82,58.28,13.67,0.15,24.33,14.85,53.67,65.01,65.01,94.22,72,4.35,90.33,9.34,4.79,13.54,78.49,30.16,95.77,87.83,38.42,98.54,17.18,10.77,18.54
F0GBR061IH,23.74,2.83,1.66,16.52,1.67,9.1,9.01,-3.2,9.56,0.37,49,2,,-1.58,,66.76,89.52,5.68 Bil,0,26.82,58.28,13.67,0.15,24.33,14.85,53.67,65.01,65.01,94.22,72,4.35,90.33,9.34,4.79,13.54,78.49,30.16,95.77,87.83,38.42,98.54,17.18,10.77,18.54
F0000021YV,27.81,3.91,2.01,19.29,1.45,8.28,1.34,2.57,14.54,3.52,35,2,55,73.73,,66.13,93.52,11.08 Bil,1.57,47.01,44.15,4.57,0.41,9.62,5.78,18.89,78.88,65.95,96.15,49.78,2.73,60.47,5.89,2.3,6.71,79.9,38.04,97.02,80.38,19.37,97.18,26.44,16.5,30.87
F0GBR04C4A,30.14,5.37,3.31,20,0.97,10.41,6.69,-2.98,3.65,1.76,37,1,49,42.57,,79.66,93.61,6.29 Bil,0,32.71,47.69,18.88,0,5.11,3.06,23.7,90.57,88.11,97.82,27.64,2.58,91.78,2.9,2.28,5.5,38.28,10.93,82.86,84.44,20.52,99.37,17.48,13.45,20.72
F00000OUPQ,13.69,1.94,1.2,12.44,3.74,7.57,-8.12,-5.36,-2.48,1.55,31,2,45,,,51.46,73.66,14.32 Bil,29.76,19.62,35.95,8.07,0,83.27,76.5,96.93,10.86,4,26.07,93.35,14.02,97.54,77.09,15.97,82.29,78.44,5.16,78.48,46.9,19.33,88.91,35.4,17.13,46.53
F00000VT25,13.6,1.92,1.2,12.31,3.75,7.51,-8.16,-5.31,-2.94,1.39,31,2,45,,,50.98,73.25,14.51 Bil,30.07,19.42,35.3,8.17,0,83.78,76.65,96.97,10.61,4.11,27.03,93.34,14.22,93.61,76.34,17.1,82.39,78.45,13.22,79.8,47.59,19,88.04,35.7,28.16,46.58
F00000OSWI,15.31,1.69,1.01,8.88,2.33,8.1,-7.6,-8.15,17.51,0.59,41,5,38,-13.54,71.91,50.44,72.13,13.18 Bil,14.55,47.39,19.93,13.48,0,71.03,67.11,88.92,47.83,11.28,48.58,78.06,30.68,95.65,86.66,72.98,92.16,29.49,7.72,57.29,27.57,19.99,87.66,32.83,31.6,37.63
F00000OWP8,13.99,1.63,1.11,8.93,3.2,16.59,-0.88,-10.88,-7.31,-7.43,42,39,44,59.22,,45,69.39,23.17 Bil,37.26,37.8,18.8,5.48,0,79.48,69.83,90.27,22.97,7.96,29.29,91.28,24.59,94.24,87.74,42.5,91.12,19.54,13.7,89.43,44.74,27.82,92.73,50.15,44.51,73.79
F000015ID4,12.83,1.78,1.22,9.46,3.3,8.23,-2.72,-4.26,7.7,0.23,43,0,39,137.67,,57.57,75.61,21.21 Bil,31.32,33.48,29.16,6.04,0,86.22,82.33,95.87,11.17,3.46,23.83,84.63,15.96,96.43,78.16,42.48,91.55,59.36,4.82,65.68,44.58,21.5,93.37,48.86,15.31,48.86
F00000VAJV,12.83,1.78,1.22,9.46,3.3,8.23,-2.72,-4.26,7.7,0.23,43,0,39,137.67,,57.57,75.61,21.21 Bil,31.32,33.48,29.16,6.04,0,86.22,82.33,95.87,11.17,3.46,23.83,84.63,15.96,96.43,78.16,42.48,91.55,59.36,4.82,65.68,44.58,21.5,93.37,48.86,15.31,48.86
F00000VAJU,12.83,1.78,1.22,9.46,3.3,8.22,-2.76,-4.28,7.71,0.28,43,0,39,91.15,,57.59,75.58,21.24 Bil,31.43,33.36,29.21,6.01,0,86.02,81.88,95.65,11.21,3.47,23.93,84.6,15.58,96.48,77.89,42.8,91.5,59.35,4.76,65.51,44.56,20.09,93.2,48.93,15.12,48.93
F00000W6D8,13.63,2.24,1.34,10.15,3.53,7.56,-10.11,-0.66,6.99,8,65,5,37,,74.24,50.62,72.03,7.49 Bil,19.76,17.45,36.9,12.06,6.09,68.17,44.91,84.02,12.58,8.35,39.15,44.59,12.07,94.94,39.24,15.8,74.19,37.42,13.13,81.05,70.7,24.6,90.03,25.05,23.85,45.11
F00000W6D7,13.35,2.25,1.31,9.98,3.46,7.62,-9.98,-0.97,5.78,7.02,55,5,37,,74.21,49.45,72.38,7.71 Bil,19.19,19.54,36.2,12.59,5.94,70.73,45.94,83.24,12.28,7.44,40.01,41.53,12.06,91.97,39.4,18.26,73.66,35.86,13.26,89.72,69.77,24.95,89.71,24.85,24.25,47.97
F00000OYV1,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR06JTX,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR04RX6,14.9,1.58,1.25,8.61,2.72,7.92,-14.25,-6.31,-0.31,-0.03,57,21,,18.3,70.92,41.99,63.7,9.42 Bil,17.94,33.76,24.02,8.43,10.41,62.53,27.24,74.23,31.79,20.92,77.41,76.8,16.95,97.04,79.89,31.54,83.64,24.75,4.28,50.7,38.51,25.19,93.27,26.79,17.65,34.14
F0000020ID,14.47,1.5,1.25,7.97,3.12,7.45,-14.45,-6.45,0.33,0.25,52,27,41,30.21,70.22,40.86,64.5,12.26 Bil,19.17,39.09,23.79,4.39,8.78,66.15,27.29,75.25,20.62,15.2,76.95,82.04,16.98,97.01,86.35,30.49,87.93,28.71,4.18,57.83,34.92,25.89,92.68,31.27,19.25,36.67
F00000PTAQ,13.5,2.17,1.25,10.88,3.02,7.97,-6.72,-4.91,-2.06,0.76,47,3,,50.3,70.52,46.92,69.23,9.89 Bil,19.14,30.39,36.29,12.39,0,80.28,66.93,89.1,21.03,7.98,22.49,73.29,30.97,90.1,64.9,60.43,89.26,32.47,12.02,89.73,51.9,20.95,86.14,28.4,26.38,52.31
F000010NXG,12.98,2.01,1.24,11.43,3.57,6.99,-5.93,-4.13,-7.18,0.15,35,4,44,,69.05,50.5,67.7,11.45 Bil,24.51,31.88,23.27,16.89,0,79.71,78.98,92.91,10.87,5.13,17.25,77.53,23.19,89.87,61.07,54.96,86.05,37.24,12.03,68.99,45.74,18.28,85.12,31.24,28.56,41.89
F00000QS9T,14.46,1.82,1.59,10.66,3.54,10.03,-1.44,-6.84,-1.15,-0.96,44,3,,48.8,53.81,56.81,77.19,41.14 Bil,51.94,22.2,21.25,0.75,0,79.6,49.7,85.56,9.77,3.84,26.97,93.29,13.79,96.83,89.43,79.32,92.93,78.93,17.24,93.86,43.15,22.85,89.73,69.1,44.65,78.23
F00000XHLB,13.65,1.71,1.72,10.01,2.62,8.57,-13.31,-8.65,3.4,1.13,33,2,,,,51.79,70.19,8.10 Bil,19.27,13.67,59.62,4.07,2.66,80.07,71.04,91.4,15.85,6.75,24.96,64.06,46.86,99.9,60.89,24.89,75.65,36.19,1,46.16,39.17,6.92,89.76,25.45,4.76,25.45
F00000VEYN,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4,6.59,35,9,52,26,74.77,62.77,80.54,18.65 Bil,27.57,28.45,29.36,8.24,0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11
F00000VEYO,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4,6.59,35,9,52,26,74.77,62.77,80.54,18.65 Bil,27.57,28.45,29.36,8.24,0,35.41,16.06,61.07,34.74,21.11,68.17,93.22,10.56,95.32,75.65,32.33,88.57,83.68,21.85,86.17,76.77,30.63,93.1,38.99,38.26,64.11
F0GBR04S8U,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53,72,13,38,75.01,67.05,50.68,70.02,11.48 Bil,29.26,22.09,28.3,11.06,4.51,85.01,46.68,90.09,8.81,4.48,30.6,70.42,29.65,96.51,73.97,61.48,94.04,28.09,14.57,90.98,28.25,20.68,83.44,32.61,30.38,44.23
F00000OO5L,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53,72,13,38,75.01,67.05,50.68,70.02,11.48 Bil,29.26,22.09,28.3,11.06,4.51,85.01,46.68,90.09,8.81,4.48,30.6,70.42,29.65,96.51,73.97,61.48,94.04,28.09,14.57,90.98,28.25,20.68,83.44,32.61,30.38,44.23
F00000OB1F,12.17,1.54,1.24,8.62,2.87,10.95,-10.81,-8.86,-2.07,-2.25,55,3,39,,44.83,50.03,70.44,22.07 Bil,38.06,29.69,21.36,8.59,0,81.24,46.88,90.01,17.14,8.06,52.56,76.75,21.97,92.67,80.06,75.61,90.3,27.93,15.45,90.33,33.91,21.15,90.1,49.41,33.49,57.19
F00000OB1H,12.17,1.54,1.24,8.62,2.87,10.95,-10.81,-8.86,-2.07,-2.25,55,3,39,,44.83,50.03,70.44,22.07 Bil,38.06,29.69,21.36,8.59,0,81.24,46.88,90.01,17.14,8.06,52.56,76.75,21.97,92.67,80.06,75.61,90.3,27.93,15.45,90.33,33.91,21.15,90.1,49.41,33.49,57.19
F000002KPD,15.39,2.92,1.9,12.38,3.41,7.49,-6.9,-9.38,6.33,2.39,36,5,50,117,,56.26,75.99,11.97 Bil,31.88,16.58,32.12,10.12,4.69,65.15,36.17,80.42,15.74,10.93,32.91,80.71,14.01,92.73,28.87,28.87,86.75,52.91,10.52,81.15,48.79,23.39,89.37,31.5,31.35,52.13
F00000P77M,15.39,2.92,1.9,12.38,3.41,7.49,-6.9,-9.38,6.33,2.39,36,5,50,117,,56.26,75.99,11.97 Bil,31.88,16.58,32.12,10.12,4.69,65.15,36.17,80.42,15.74,10.93,32.91,80.71,14.01,92.73,28.87,28.87,86.75,52.91,10.52,81.15,48.79,23.39,89.37,31.5,31.35,52.13
F000010FG8,12.24,1.4,0.98,7.46,3.05,9.98,-7.82,-8.33,-1.48,-1.68,45,15,37,,67.35,48.51,69.13,9.64 Bil,19.07,28.13,34.02,11.35,3.84,83.75,80.2,91.79,22.96,5.55,29.11,33.52,33.52,93.15,86.2,74.58,90.5,18.17,7.15,35.56,19.37,12.04,55.91,26.84,24.7,45.82
F0GBR04RW2,12.71,1.53,1.27,7.19,3.14,12.09,-16.67,-6.45,3.62,-2.25,61,2,,24.36,58.11,49.92,71.96,13.57 Bil,31.53,24.11,26.1,13.52,4.08,77.45,74.39,94.31,14.86,6.69,31.79,69.27,19.44,94.63,75.49,40.04,87.45,23,6.87,80.17,34.13,19.93,82.88,36.61,30.97,54.22
F0000106UZ,10.75,1.73,1.27,8,4.02,13.58,1.44,-11.17,-8.35,-3.55,27,42,50,,67.49,71.93,87.55,19.80 Bil,27.44,31.1,35.86,0,0,88.66,70.85,93.46,6.43,2.29,10.85,42.97,16.53,96.07,48.49,32.69,82.47,24.52,8.14,78.65,36.12,8.16,48.9,50.6,36.76,50.6
F0000106V1,10.75,1.73,1.27,8,4.02,13.58,1.44,-11.17,-8.35,-3.55,27,42,50,,67.49,71.93,87.55,19.80 Bil,27.44,31.1,35.86,0,0,88.66,70.85,93.46,6.43,2.29,10.85,42.97,16.53,96.07,48.49,32.69,82.47,24.52,8.14,78.65,36.12,8.16,48.9,50.6,36.76,50.6
F00000ZSIC,14.29,1.94,1.56,11.93,2.9,8.06,-7.19,-6.14,1.25,-1.99,48,3,,,69.12,44.85,62.91,8.49 Bil,22.76,14.4,43.35,12.07,2.05,70.88,60.8,79.98,19.1,9.17,26.65,85.53,24.55,92.64,74.27,52.49,85.66,30.3,11.94,50.58,30.95,18.83,80.27,25.5,24.71,31.56
F00000ZWX7,11.33,1.35,1.16,6.48,3.77,6.35,-13.44,-5.84,0.4,-0.99,47,8,37,,77.11,53.38,73.65,2.90 Bil,15.22,27.57,7.13,20.05,26.85,93.18,84.83,96.5,16.02,4.97,27.53,83.16,59.71,99.02,89.1,69.27,92.36,15.73,4.45,35.66,77.87,23.36,92.5,12.3,11.13,21.31
F00000MAI0,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51,45,2,31,,,56.85,75.88,13.55 Bil,20.47,34.84,34.74,4.29,1.27,92.84,62.47,94.79,21.26,3.46,40.37,68.16,24.2,96.87,83.68,38.22,85,19.13,7.58,91.02,24.87,12.59,89.92,32.61,27.19,70.29
F0000102YE,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51,45,2,31,,,56.85,75.88,13.55 Bil,20.47,34.84,34.74,4.29,1.27,92.84,62.47,94.79,21.26,3.46,40.37,68.16,24.2,96.87,83.68,38.22,85,19.13,7.58,91.02,24.87,12.59,89.92,32.61,27.19,70.29
F000002K4L,12.79,1.8,1.25,9.53,3.32,8.27,-2.58,-4.41,6.87,0.21,44,102,39,163.4,63.32,56.98,74.95,21.59 Bil,32.03,33.59,28.65,6.08,0,86.26,82.09,95.95,11.18,3.4,22.67,84.59,27.71,99.02,78.15,12.5,87.03,59.19,4.59,59.52,44.62,19.81,93.24,48.88,15.39,48.88
